linie,jahr,cluster,anteil_alt,anteil_neu,jaccard,intakt,intakt_ja,n_c,mittel,w,d,b
7,2023,7,0.9821428571428571,0.9821428571428571,0.9649122807017544,TRUE,TRUE,112,1.6827425498054138,0.005728900255754476,1.5348474887901058,0.013495895813333653
7,2024,18,0.9732142857142857,0.9819819819819819,0.956140350877193,TRUE,TRUE,111,1.5472167064645743,0.005739993794601303,1.5943292525806547,0.014590408521326774
8,2016,8,NA,NA,NA,TRUE,TRUE,62,0.7239599647329941,0.005666758065990311,0.682185015191206,0.0026371754398124858
8,2017,17,0.9516129032258065,0.9516129032258065,0.9076923076923077,TRUE,TRUE,62,0.7070650981422424,0.0050468050468050465,0.7107174212803412,0.0025492383948315374
8,2018,31,0.9354838709677419,0.9354838709677419,0.8787878787878788,TRUE,TRUE,62,-0.1465176165612912,0.004807319531674033,-0.13761375862541103,9.103883747435831e-5
8,2019,87,0.967741935483871,0.9836065573770492,0.9523809523809523,TRUE,TRUE,61,0.8885242241176923,0.00398380355276907,0.8073465457244211,0.0025966767984902327
8,2020,79,0.819672131147541,0.9803921568627451,0.8064516129032258,TRUE,TRUE,51,0.9992106102681704,0.0030636150657776177,0.91801522914114,0.0025818676042342796
8,2021,54,0.9803921568627451,0.9615384615384616,0.9433962264150944,TRUE,TRUE,52,0.9040626010447879,0.002835641836623405,0.8232039859340861,0.0019216146650563792
8,2022,79,0.9615384615384616,0.06963788300835655,0.06944444444444445,TRUE,FALSE,718,-0.13178426564744136,0.0376369450123185,-0.18085113003200914,0.0012309964997592735
8,2023,142,0.3732590529247911,0.9640287769784173,0.36813186813186816,FALSE,FALSE,278,0.0642915966560472,0.014219948849104859,-0.08360346435926092,9.939089065462499e-5
8,2024,109,0.9676258992805755,0.4381107491856677,0.4317817014446228,FALSE,FALSE,614,-0.18966962553360367,0.031750956665632435,-0.14255707941752324,6.452594801800173e-4
9,2016,9,NA,NA,NA,TRUE,TRUE,31,0.4974092011575947,0.0028333790329951557,0.45563425161580656,5.882167725628718e-4
9,2017,8,0.03225806451612903,0.012658227848101266,0.009174311926605505,FALSE,FALSE,79,0.11589432231223079,0.006430606430606431,0.11954664545032967,9.190237156171913e-5
9,2018,4,0.8987341772151899,0.8658536585365854,0.7888888888888889,FALSE,FALSE,82,0.7753282757815001,0.006358067767697914,0.7842321337173803,0.003910339089982402
9,2019,30,0.9146341463414634,0.8152173913043478,0.7575757575757576,FALSE,FALSE,92,0.027991034973096456,0.0060083594566353185,-0.05318664342017473,1.6996561619908766e-5
9,2020,64,0.9891304347826086,0.8198198198198198,0.8125,FALSE,FALSE,111,0.9063809702095088,0.006667868084339521,0.8251855890824784,0.0045403597923747855
9,2021,71,0.7207207207207207,0.8602150537634409,0.6451612903225806,FALSE,FALSE,93,0.5828319418893457,0.005071436361653398,0.5019733267786439,0.0012778864398593844
9,2022,17,0.956989247311828,0.8240740740740741,0.7946428571428571,FALSE,FALSE,108,0.4806605048109176,0.005661267494889133,0.4315936404263498,0.0010545416789484031
9,2023,92,0.8703703703703703,0.8952380952380953,0.7899159663865546,FALSE,FALSE,105,-1.0947926235583536,0.005370843989769821,-1.2426876845736616,0.008294047649414837
9,2024,72,0.9238095238095239,0.9238095238095239,0.8584070796460177,FALSE,FALSE,105,0.8974094410690022,0.00542972385975799,0.9445219871850826,0.004843974937893579
10,2016,10,NA,NA,NA,TRUE,TRUE,55,-0.547007185977861,0.005026962800475277,-0.5887821355196491,0.0017426690586682492
10,2017,10,0.9636363636363636,0.8983050847457628,0.8688524590163934,TRUE,TRUE,59,-0.7652610145366981,0.004802604802604802,-0.7616086913985993,0.0027857403443239176
10,2018,5,1,0.9076923076923077,0.9076923076923077,TRUE,TRUE,65,-0.7927927392605202,0.005039931767077615,-0.78388888132464,0.00309694623456507
10,2019,8,0.9692307692307692,0.9130434782608695,0.8873239436619719,TRUE,TRUE,69,-0.5590073442894621,0.004506269592476489,-0.6401850226827333,0.0018468353948173412
10,2020,14,0.9710144927536232,0.9852941176470589,0.9571428571428572,TRUE,TRUE,68,-0.9205679625488293,0.00408482008770349,-1.0017633436758597,0.004099238672302483
10,2021,19,0.9852941176470589,0.9852941176470589,0.9710144927536232,TRUE,TRUE,68,-0.57675730432356,0.0037081470171229144,-0.6576159194342618,0.001603620429138899
10,2022,19,0.9852941176470589,0.9305555555555556,0.9178082191780822,TRUE,TRUE,72,-0.4600268648087091,0.003774178329926089,-0.5090937291932769,9.781780472549175e-4
10,2023,10,0.9444444444444444,0.9855072463768116,0.9315068493150684,TRUE,TRUE,69,-0.6485077797681763,0.0035294117647058825,-0.7964028407834844,0.002238555828734132
10,2024,17,0.9855072463768116,0.9855072463768116,0.9714285714285714,TRUE,TRUE,69,-0.5322776501312663,0.0035681042506981076,-0.48516510401518587,8.398788547228546e-4
11,2016,11,NA,NA,NA,TRUE,TRUE,40,0.5912098408912205,0.003655972945800201,0.5494348913494325,0.0011036603594997264
11,2017,12,0.875,0.7777777777777778,0.7,TRUE,TRUE,45,0.9055786493932269,0.003663003663003663,0.9092309725313257,0.0030282086498544334
11,2018,21,0.9555555555555556,0.8113207547169812,0.7818181818181819,TRUE,TRUE,53,0.9176338573254273,0.004109482825463286,0.9265377152613076,0.0035278765064346066
11,2019,83,1,0.4953271028037383,0.4953271028037383,TRUE,FALSE,107,1.5138198358927613,0.006987983281086729,1.43264215749949,0.01434258098253611
11,2020,53,0.794392523364486,0.8018867924528302,0.6640625,TRUE,FALSE,106,0.5444478767478634,0.0063675136661260285,0.463252495620833,0.0013664867374353679
11,2021,47,0.8490566037735849,0.9183673469387755,0.7894736842105263,TRUE,FALSE,98,0.08393712612600818,0.005344094230559494,0.0030785110153063316,5.0647210546052857e-8
11,2022,77,0.9795918367346939,0.8888888888888888,0.8727272727272727,TRUE,FALSE,108,0.5691007290943247,0.005661267494889133,0.520033864709757,0.0015310061229782622
11,2023,124,0.9814814814814815,0.9380530973451328,0.9217391304347826,TRUE,FALSE,113,0.6317445774826086,0.005780051150895141,0.48384951646730046,0.0013531698244592005
11,2024,75,0.9469026548672567,0.9469026548672567,0.8991596638655462,TRUE,FALSE,113,-0.16716605779988386,0.005843417106215741,-0.12005351168380343,8.422026892337798e-5
12,2016,12,NA,NA,NA,TRUE,TRUE,281,0.31425255004874447,0.025683209944246412,0.27247760050695635,0.0019068253377777175
12,2017,13,0.8790035587188612,0.8666666666666667,0.774294670846395,TRUE,TRUE,285,-0.019384462003900732,0.0231990231990232,-0.01573213886580186,5.741762725964097e-6
12,2018,22,0.9649122807017544,0.8620689655172413,0.8358662613981763,TRUE,TRUE,319,0.4735706880650015,0.02473443436458091,0.4824745460008817,0.005757723371703764
12,2019,82,0.9341692789968652,0.916923076923077,0.861271676300578,TRUE,TRUE,325,0.47437774989154846,0.0212251828631139,0.3932000714982773,0.0032815469091909207
12,2020,52,0.9507692307692308,0.8982558139534884,0.8583333333333333,TRUE,TRUE,344,0.21753765139753745,0.020664383973088243,0.136342270270507,3.841346695443921e-4
12,2021,53,0.6482558139534884,0.9737991266375546,0.6371428571428571,TRUE,TRUE,229,0.14206101557446768,0.012487730395899226,0.061202400463765835,4.677571411052027e-5
12,2022,76,1,0.6450704225352113,0.6450704225352113,TRUE,TRUE,355,0.20668409713964797,0.018608795932274467,0.1576172327550802,4.6230189137631903e-4
12,2023,126,0.9661971830985916,0.9661971830985916,0.9346049046321526,TRUE,TRUE,355,0.12348298719287243,0.01815856777493606,-0.02441207382243568,1.0821586631753327e-5
12,2024,31,0.9690140845070423,0.9885057471264368,0.958217270194986,TRUE,TRUE,348,0.12620210545332863,0.017995656220912194,0.17331465156940906,5.405529537760746e-4
13,2016,13,NA,NA,NA,TRUE,TRUE,46,0.46289756965714585,0.004204368887670232,0.4211226201153577,7.456206940818846e-4
13,2017,18,0.8913043478260869,0.9318181818181818,0.8367346938775511,TRUE,TRUE,44,0.023178304041881075,0.0035816035816035817,0.026830627179979947,2.5783339368601923e-6
13,2018,28,0.9318181818181818,0.8723404255319149,0.82,TRUE,TRUE,47,0.8908158260112623,0.003644258354656122,0.8997196839471425,0.0029500107742150474
13,2019,27,0.9787234042553191,0.8846153846153846,0.8679245283018868,TRUE,TRUE,52,1.2042798841321207,0.0033960292580982234,1.1231022057388496,0.0042836105901152294
13,2020,23,0.9807692307692307,0.8360655737704918,0.8225806451612904,TRUE,TRUE,61,0.33769119298831746,0.0036643239022046015,0.256495811861287,2.410762414636406e-4
13,2021,24,0.9836065573770492,0.8955223880597015,0.8823529411764706,TRUE,TRUE,67,0.6552139554064226,0.0036536154433416948,0.5743553402957208,0.0012052694848978234
13,2022,67,0.8507462686567164,0.9661016949152542,0.8260869565217391,TRUE,TRUE,59,0.4717024669399091,0.003092729464800545,0.42263560255534127,5.524259737008789e-4
13,2023,57,0.9322033898305084,0.9482758620689655,0.8870967741935484,TRUE,TRUE,58,0.7115995749062852,0.002966751918158568,0.5637045138909771,9.42723334061465e-4
13,2024,41,0.9655172413793104,0.9655172413793104,0.9333333333333333,TRUE,TRUE,58,0.826730358875682,0.002999276036818699,0.8738429049917624,0.0022902514484981723
14,2016,14,NA,NA,NA,TRUE,TRUE,85,-0.2763461305029271,0.007768942509825428,-0.31812108004471523,7.862249185037355e-4
14,2017,24,0.9294117647058824,0.7669902912621359,0.7247706422018348,TRUE,TRUE,103,-0.4496300721777871,0.008384208384208384,-0.44597774903968823,0.0016675867905385621
14,2018,32,0.9805825242718447,0.7952755905511811,0.7829457364341085,TRUE,TRUE,127,-0.552416008168135,0.009847251298751648,-0.5435121502322547,0.002908931774533714
14,2019,53,0.7716535433070866,0.7777777777777778,0.632258064516129,TRUE,TRUE,126,-0.5538310514483158,0.008228840125391849,-0.635008729841587,0.003318165292506088
14,2020,60,0.9126984126984127,0.782312925170068,0.7278481012658228,TRUE,TRUE,147,-0.1406628319113411,0.008830419895476662,-0.22185821303837155,4.3464268659873734e-4
14,2021,5,0.9795918367346939,0.8044692737430168,0.7912087912087912,TRUE,TRUE,179,-0.5390960133259785,0.009761151706838259,-0.6199546284366803,0.0037516375665989283
14,2022,36,0.9385474860335196,0.8842105263157894,0.835820895522388,TRUE,TRUE,190,-0.11154304511256766,0.00995963725952718,-0.16060990949713544,2.5691425147815835e-4
14,2023,16,0.9578947368421052,0.7844827586206896,0.7583333333333333,TRUE,TRUE,232,0.7032744390438348,0.011867007672634272,0.5553793780285267,0.0036603340573467995
14,2024,45,0.9353448275862069,0.889344262295082,0.8378378378378378,TRUE,TRUE,244,-0.6372634099388059,0.012617644016961423,-0.5901508638227255,0.004394448353772521
15,2016,15,NA,NA,NA,TRUE,TRUE,240,-0.01640774014203216,0.021935837674801208,-0.058182689683820274,7.42577544029334e-5
15,2017,25,0.4041666666666667,0.9509803921568627,0.39591836734693875,FALSE,FALSE,102,-0.23477310372998542,0.008302808302808303,-0.23112078059188654,4.435095769298414e-4
15,2018,51,1,0.3923076923076923,0.3923076923076923,FALSE,FALSE,260,-0.00940014490636438,0.02015972706831046,-4.962869704842107e-4,4.965356039297736e-9
15,2019,63,0.5538461538461539,0.96,0.5413533834586466,FALSE,FALSE,150,-0.17665874221631658,0.009796238244514107,-0.2578364206095878,6.512501938946343e-4
15,2020,90,0.92,0.8414634146341463,0.7840909090909091,FALSE,FALSE,164,-0.016271451653425025,0.009851624917402536,-0.09746683278045547,9.358830376221158e-5
15,2021,78,0.975609756097561,0.54421768707483,0.5369127516778524,FALSE,FALSE,294,0.13392481390009697,0.01603228269167848,0.05306619878939513,4.514725201564764e-5
15,2022,103,0.7414965986394558,0.8861788617886179,0.6770186335403726,FALSE,FALSE,246,0.028241555586740345,0.012895109293914138,-0.020825308797827444,5.592524908796866e-6
15,2023,176,0.18699186991869918,0.8518518518518519,0.18110236220472442,FALSE,FALSE,54,-0.08742556233649076,0.002762148337595908,-0.23532062335179887,1.5295616224208063e-4
15,2024,137,0.9444444444444444,0.3148148148148148,0.3090909090909091,FALSE,FALSE,162,0.2082467617990567,0.008377288240769469,0.25535930791513717,5.462693626280612e-4
16,2016,16,NA,NA,NA,TRUE,TRUE,38,-0.190874122743187,0.003473174298510191,-0.2326490722849751,1.8798761098000764e-4
16,2017,30,0.9473684210526315,0.9,0.8571428571428571,TRUE,TRUE,40,-0.35771929962830545,0.003256003256003256,-0.3540669764902066,4.0818371620974034e-4
16,2018,39,1,0.8,0.8,TRUE,TRUE,50,-0.12109511705816713,0.003876870590059704,-0.11219125912228696,4.879769955588175e-5
16,2019,115,0.94,0.618421052631579,0.5949367088607594,TRUE,TRUE,76,0.4500463316725606,0.004963427377220481,0.3688686532792894,6.753441964653751e-4
16,2020,151,0.9342105263157895,0.7553191489361702,0.7171717171717171,TRUE,TRUE,94,-0.29552977992798374,0.005646663062413648,-0.3767251610550142,8.013848510458989e-4
16,2021,159,0.9361702127659575,0.624113475177305,0.5986394557823129,TRUE,TRUE,141,0.7662336521511384,0.007688951903151925,0.6853750370404366,0.003611800127448105
16,2022,193,0.5319148936170213,0.9259259259259259,0.5102040816326531,TRUE,TRUE,81,0.15414841401270776,0.00424595062116685,0.10508154962813998,4.6884347531181574e-5
16,2023,205,0.9259259259259259,0.7978723404255319,0.75,TRUE,TRUE,94,-0.27054981875278117,0.004808184143222506,-0.4184448797680893,8.418943752423676e-4
16,2024,173,0.7659574468085106,0.935064935064935,0.7272727272727273,TRUE,TRUE,77,0.17909979818177868,0.003981797497155859,0.2262123442978591,2.037566399255586e-4
17,2016,17,NA,NA,NA,TRUE,TRUE,95,0.8260080103788018,0.008682935746275478,0.7842330608370137,0.005340192112460486
17,2017,14,0.9157894736842105,0.7073170731707317,0.6641221374045801,TRUE,TRUE,123,0.011950409373206081,0.010012210012210013,0.015602732511304954,2.43742508781261e-6
17,2018,11,0.8780487804878049,0.7941176470588235,0.7152317880794702,TRUE,TRUE,136,0.3650909832231334,0.010545088004962394,0.37399484115901355,0.001474964038539473
17,2019,33,0.8970588235294118,0.782051282051282,0.7176470588235294,TRUE,TRUE,156,0.6244737375272003,0.01018808777429467,0.5432960591339291,0.003007224061376137
17,2020,69,0.5256410256410257,0.9318181818181818,0.5061728395061729,TRUE,TRUE,88,1.349132803986684,0.005286237760557458,1.2679374228596534,0.008498501059010165
17,2021,38,0.9204545454545454,0.7232142857142857,0.680672268907563,TRUE,TRUE,112,0.8857714519020088,0.006107536263496564,0.804912836791307,0.003956979146096633
17,2022,18,0.9732142857142857,0.9316239316239316,0.9083333333333333,TRUE,TRUE,117,1.391261265009901,0.0061330397861298945,1.3421944006253332,0.011048584141174697
17,2023,117,0.9487179487179487,0.8043478260869565,0.7708333333333334,TRUE,TRUE,138,1.0798739028243138,0.007058823529411765,0.9319788418090057,0.006131185140562275
17,2024,20,0.9057971014492754,0.9398496240601504,0.8561643835616438,TRUE,TRUE,133,1.4475757506498925,0.00687765022236012,1.494688296765973,0.015365310936863117
18,2016,18,NA,NA,NA,TRUE,TRUE,44,0.1924858725599249,0.004021570240380221,0.15071092301813677,9.134507101243623e-5
18,2017,28,0.9772727272727273,0.9772727272727273,0.9555555555555556,TRUE,TRUE,44,-0.06500440734752513,0.0035816035816035817,-0.06135208420942626,1.3481436094504141e-5
18,2018,15,0.9318181818181818,0.9318181818181818,0.8723404255319149,TRUE,TRUE,44,0.30577215230232135,0.0034116461192525392,0.3146760102382015,3.378245811006466e-4
18,2019,32,0.9318181818181818,0.9111111111111111,0.8541666666666666,TRUE,TRUE,45,0.2500055203252208,0.002938871473354232,0.1688278419319496,8.37661840068555e-5
18,2020,28,0.9555555555555556,0.9772727272727273,0.9347826086956522,TRUE,TRUE,44,0.8396795068548438,0.002643118880278729,0.7584841257278134,0.00152058145222369
18,2021,82,0.9318181818181818,0.9761904761904762,0.9111111111111111,TRUE,TRUE,42,0.37741291726678106,0.002290326098811212,0.2965543021560792,2.014214785334128e-4
18,2022,111,0.9523809523809523,0.9302325581395349,0.8888888888888888,TRUE,TRUE,43,0.8141644816742171,0.0022540231692614143,0.7650976172896493,0.0013194473791077656
18,2023,119,0.9302325581395349,0.9302325581395349,0.8695652173913043,TRUE,TRUE,43,0.5714376763369997,0.002199488491048593,0.4235426153216916,3.945626046405192e-4
18,2024,117,0.9069767441860465,0.975,0.8863636363636364,TRUE,TRUE,40,0.5256356387909293,0.002068466232288758,0.5727481849070097,6.785406625592599e-4
19,2016,19,NA,NA,NA,TRUE,TRUE,102,-0.17520767467072892,0.009322731011790512,-0.21698262421251704,4.3892777985881905e-4
