jahr_von,jahr_bis,cluster_alt,cluster_neu,schnitt,n_alt,n_neu,anteil_alt,anteil_neu,jaccard
2018,2019,61,84,1,42,66,0.023809523809523808,0.015151515151515152,0.009345794392523364
2018,2019,61,116,1,42,59,0.023809523809523808,0.01694915254237288,0.01
2018,2019,62,44,18,78,30,0.23076923076923078,0.6,0.2
2018,2019,62,65,1,78,167,0.01282051282051282,0.005988023952095809,0.004098360655737705
2018,2019,62,78,50,78,57,0.6410256410256411,0.8771929824561403,0.5882352941176471
2018,2019,62,86,1,78,1108,0.01282051282051282,9.025270758122744e-4,8.438818565400844e-4
2018,2019,63,88,68,71,73,0.9577464788732394,0.9315068493150684,0.8947368421052632
2018,2019,64,80,79,85,146,0.9294117647058824,0.541095890410959,0.5197368421052632
2018,2019,65,33,1,127,156,0.007874015748031496,0.00641025641025641,0.0035460992907801418
2018,2019,65,61,120,127,138,0.9448818897637795,0.8695652173913043,0.8275862068965517
2018,2019,66,11,1,80,38,0.0125,0.02631578947368421,0.008547008547008548
2018,2019,66,68,28,80,31,0.35,0.9032258064516129,0.3373493975903614
2018,2019,66,69,32,80,36,0.4,0.8888888888888888,0.38095238095238093
2018,2019,66,83,1,80,107,0.0125,0.009345794392523364,0.005376344086021506
2018,2019,67,81,26,82,34,0.3170731707317073,0.7647058823529411,0.28888888888888886
2018,2019,67,84,52,82,66,0.6341463414634146,0.7878787878787878,0.5416666666666666
2018,2019,67,85,1,82,105,0.012195121951219513,0.009523809523809525,0.005376344086021506
2018,2019,68,79,2,87,39,0.022988505747126436,0.05128205128205128,0.016129032258064516
2018,2019,68,84,3,87,66,0.034482758620689655,0.045454545454545456,0.02
2018,2019,68,85,69,87,105,0.7931034482758621,0.6571428571428571,0.5609756097560976
2018,2019,68,86,1,87,1108,0.011494252873563218,9.025270758122744e-4,8.375209380234506e-4
2018,2019,69,17,39,40,53,0.975,0.7358490566037735,0.7222222222222222
2018,2019,70,75,87,99,103,0.8787878787878788,0.8446601941747572,0.7565217391304347
2018,2019,71,31,1,71,76,0.014084507042253521,0.013157894736842105,0.00684931506849315
2018,2019,71,66,61,71,76,0.8591549295774648,0.8026315789473685,0.7093023255813954
2018,2019,71,86,1,71,1108,0.014084507042253521,9.025270758122744e-4,8.488964346349745e-4
2018,2019,72,70,106,117,126,0.905982905982906,0.8412698412698413,0.7737226277372263
2018,2019,73,11,1,93,38,0.010752688172043012,0.02631578947368421,0.007692307692307693
2018,2019,73,53,1,93,126,0.010752688172043012,0.007936507936507936,0.0045871559633027525
2018,2019,73,65,83,93,167,0.8924731182795699,0.49700598802395207,0.4689265536723164
2018,2019,73,85,1,93,105,0.010752688172043012,0.009523809523809525,0.005076142131979695
2018,2019,73,86,2,93,1108,0.021505376344086023,0.0018050541516245488,0.0016680567139282735
2018,2019,74,65,26,136,167,0.19117647058823528,0.15568862275449102,0.09386281588447654
2018,2019,74,67,88,136,108,0.6470588235294118,0.8148148148148148,0.5641025641025641
2018,2019,74,86,1,136,1108,0.007352941176470588,9.025270758122744e-4,8.045052292839903e-4
2018,2019,75,90,167,176,191,0.9488636363636364,0.8743455497382199,0.835
2018,2019,75,104,1,176,391,0.005681818181818182,0.0025575447570332483,0.0017667844522968198
2018,2019,75,141,1,176,129,0.005681818181818182,0.007751937984496124,0.003289473684210526
2018,2019,76,100,6,101,53,0.0594059405940594,0.11320754716981132,0.04054054054054054
2018,2019,76,101,91,101,133,0.900990099009901,0.6842105263157895,0.6363636363636364
2018,2019,77,67,1,120,108,0.008333333333333333,0.009259259259259259,0.004405286343612335
2018,2019,77,71,112,120,126,0.9333333333333333,0.8888888888888888,0.835820895522388
2018,2019,78,109,58,61,87,0.9508196721311475,0.6666666666666666,0.6444444444444445
2018,2019,78,121,1,61,150,0.01639344262295082,0.006666666666666667,0.004761904761904762
2018,2019,79,121,93,96,150,0.96875,0.62,0.6078431372549019
2018,2019,80,72,43,46,50,0.9347826086956522,0.86,0.8113207547169812
2018,2019,80,86,1,46,1108,0.021739130434782608,9.025270758122744e-4,8.673026886383347e-4
2018,2019,81,33,2,138,156,0.014492753623188406,0.01282051282051282,0.00684931506849315
2018,2019,81,34,134,138,182,0.9710144927536232,0.7362637362637363,0.7204301075268817
2018,2019,82,137,147,149,198,0.9865771812080537,0.7424242424242424,0.735
2018,2019,83,73,82,86,108,0.9534883720930233,0.7592592592592593,0.7321428571428571
2018,2019,83,86,1,86,1108,0.011627906976744186,9.025270758122744e-4,8.382229673093043e-4
2018,2019,84,71,1,66,126,0.015151515151515152,0.007936507936507936,0.005235602094240838
2018,2019,84,73,1,66,108,0.015151515151515152,0.009259259259259259,0.005780346820809248
2018,2019,84,74,61,66,72,0.9242424242424242,0.8472222222222222,0.7922077922077922
2018,2019,85,137,26,31,198,0.8387096774193549,0.13131313131313133,0.12807881773399016
2018,2019,85,138,4,31,129,0.12903225806451613,0.031007751937984496,0.02564102564102564
2018,2019,86,76,1,91,42,0.01098901098901099,0.023809523809523808,0.007575757575757576
2018,2019,86,137,1,91,198,0.01098901098901099,0.005050505050505051,0.003472222222222222
2018,2019,86,138,87,91,129,0.9560439560439561,0.6744186046511628,0.6541353383458647
2018,2019,87,19,1,57,134,0.017543859649122806,0.007462686567164179,0.005263157894736842
2018,2019,87,116,50,57,59,0.8771929824561403,0.847457627118644,0.7575757575757576
2018,2019,88,32,1,142,45,0.007042253521126761,0.022222222222222223,0.005376344086021506
2018,2019,88,86,2,142,1108,0.014084507042253521,0.0018050541516245488,0.0016025641025641025
2018,2019,88,110,120,142,133,0.8450704225352113,0.9022556390977443,0.7741935483870968
2018,2019,88,142,2,142,98,0.014084507042253521,0.02040816326530612,0.008403361344537815
2018,2019,89,76,1,535,42,0.001869158878504673,0.023809523809523808,0.001736111111111111
2018,2019,89,86,3,535,1108,0.005607476635514018,0.002707581227436823,0.001829268292682927
2018,2019,89,123,292,535,346,0.5457943925233645,0.8439306358381503,0.49575551782682514
2018,2019,89,124,124,535,153,0.23177570093457944,0.8104575163398693,0.2198581560283688
2018,2019,89,125,35,535,45,0.06542056074766354,0.7777777777777778,0.06422018348623854
2018,2019,89,130,1,535,66,0.001869158878504673,0.015151515151515152,0.0016666666666666668
2018,2019,90,1,1,377,43,0.002652519893899204,0.023255813953488372,0.002386634844868735
2018,2019,90,86,10,377,1108,0.026525198938992044,0.009025270758122744,0.006779661016949152
2018,2019,90,112,1,377,34,0.002652519893899204,0.029411764705882353,0.0024390243902439024
2018,2019,90,131,59,377,65,0.15649867374005305,0.9076923076923077,0.15404699738903394
2018,2019,90,134,34,377,54,0.09018567639257294,0.6296296296296297,0.08564231738035265
2018,2019,90,139,46,377,67,0.1220159151193634,0.6865671641791045,0.11557788944723618
2018,2019,90,140,45,377,59,0.11936339522546419,0.7627118644067796,0.11508951406649616
2018,2019,91,86,2,45,1108,0.044444444444444446,0.0018050541516245488,0.0017376194613379669
2018,2019,91,120,27,45,34,0.6,0.7941176470588235,0.5192307692307693
2018,2019,91,128,12,45,79,0.26666666666666666,0.1518987341772152,0.10714285714285714
2018,2019,92,86,1,63,1108,0.015873015873015872,9.025270758122744e-4,8.547008547008547e-4
2018,2019,92,128,56,63,79,0.8888888888888888,0.7088607594936709,0.6511627906976745
2018,2019,93,122,37,37,42,1,0.8809523809523809,0.8809523809523809
2018,2019,94,113,1,103,36,0.009708737864077669,0.027777777777777776,0.007246376811594203
2018,2019,94,122,2,103,42,0.019417475728155338,0.047619047619047616,0.013986013986013986
2018,2019,94,129,90,103,105,0.8737864077669902,0.8571428571428571,0.7627118644067796
2018,2019,95,103,41,47,47,0.8723404255319149,0.8723404255319149,0.7735849056603774
2018,2019,96,86,2,118,1108,0.01694915254237288,0.0018050541516245488,0.0016339869281045752
2018,2019,96,114,107,118,152,0.9067796610169492,0.7039473684210527,0.656441717791411
2018,2019,96,137,1,118,198,0.00847457627118644,0.005050505050505051,0.0031746031746031746
2018,2019,97,75,1,382,103,0.002617801047120419,0.009708737864077669,0.002066115702479339
2018,2019,97,86,3,382,1108,0.007853403141361256,0.002707581227436823,0.0020174848688634837
2018,2019,97,105,1,382,59,0.002617801047120419,0.01694915254237288,0.0022727272727272726
2018,2019,97,114,1,382,152,0.002617801047120419,0.006578947368421052,0.001876172607879925
2018,2019,97,127,61,382,80,0.15968586387434555,0.7625,0.15211970074812967
2018,2019,97,141,99,382,129,0.2591623036649215,0.7674418604651163,0.24029126213592233
2018,2019,97,142,86,382,98,0.225130890052356,0.8775510204081632,0.2182741116751269
2018,2019,98,75,1,127,103,0.007874015748031496,0.009708737864077669,0.004366812227074236
2018,2019,98,86,1,127,1108,0.007874015748031496,9.025270758122744e-4,8.103727714748784e-4
2018,2019,98,94,35,127,41,0.27559055118110237,0.8536585365853658,0.2631578947368421
2018,2019,98,96,59,127,79,0.4645669291338583,0.7468354430379747,0.4013605442176871
2018,2019,99,98,29,30,42,0.9666666666666667,0.6904761904761905,0.6744186046511628
2018,2019,100,55,46,48,48,0.9583333333333334,0.9583333333333334,0.92
2018,2019,100,80,1,48,146,0.020833333333333332,0.00684931506849315,0.0051813471502590676
2018,2019,101,50,1,333,52,0.003003003003003003,0.019230769230769232,0.0026041666666666665
2018,2019,101,86,2,333,1108,0.006006006006006006,0.0018050541516245488,0.001389854065323141
2018,2019,101,103,1,333,47,0.003003003003003003,0.02127659574468085,0.002638522427440633
2018,2019,101,104,310,333,391,0.9309309309309309,0.7928388746803069,0.748792270531401
2018,2019,101,106,1,333,94,0.003003003003003003,0.010638297872340425,0.002347417840375587
2018,2019,102,97,38,42,46,0.9047619047619048,0.8260869565217391,0.76
2018,2019,103,92,51,57,90,0.8947368421052632,0.5666666666666667,0.53125
2018,2019,103,123,1,57,346,0.017543859649122806,0.002890173410404624,0.0024875621890547263
2018,2019,104,86,1,34,1108,0.029411764705882353,9.025270758122744e-4,8.764241893076249e-4
2018,2019,104,96,1,34,79,0.029411764705882353,0.012658227848101266,0.008928571428571428
2018,2019,104,105,1,34,59,0.029411764705882353,0.01694915254237288,0.010869565217391304
2018,2019,104,106,1,34,94,0.029411764705882353,0.010638297872340425,0.007874015748031496
2018,2019,104,107,21,34,30,0.6176470588235294,0.7,0.4883720930232558
2018,2019,105,86,2,73,1108,0.0273972602739726,0.0018050541516245488,0.0016963528413910093
2018,2019,105,98,1,73,42,0.0136986301369863,0.023809523809523808,0.008771929824561403
2018,2019,105,104,3,73,391,0.0410958904109589,0.0076726342710997444,0.006507592190889371
2018,2019,105,106,60,73,94,0.821917808219178,0.6382978723404256,0.5607476635514018
2018,2019,105,107,2,73,30,0.0273972602739726,0.06666666666666667,0.019801980198019802
2018,2019,106,86,1,61,1108,0.01639344262295082,9.025270758122744e-4,8.561643835616438e-4
2018,2019,106,113,29,61,36,0.47540983606557374,0.8055555555555556,0.4264705882352941
2018,2019,106,118,1,61,195,0.01639344262295082,0.005128205128205128,0.00392156862745098
2018,2019,106,126,2,61,223,0.03278688524590164,0.008968609865470852,0.0070921985815602835
2018,2019,107,102,46,46,84,1,0.5476190476190477,0.5476190476190477
2018,2019,108,86,1,144,1108,0.006944444444444444,9.025270758122744e-4,7.993605115907274e-4
2018,2019,108,118,1,144,195,0.006944444444444444,0.005128205128205128,0.0029585798816568047
2018,2019,108,126,132,144,223,0.9166666666666666,0.5919282511210763,0.5617021276595745
2018,2019,109,3,1,41,87,0.024390243902439025,0.011494252873563218,0.007874015748031496
2018,2019,109,86,1,41,1108,0.024390243902439025,9.025270758122744e-4,8.710801393728223e-4
2018,2019,109,91,32,41,46,0.7804878048780488,0.6956521739130435,0.5818181818181818
2018,2019,110,5,1,791,31,0.0012642225031605564,0.03225806451612903,0.001218026796589525
2018,2019,110,12,3,791,112,0.0037926675094816687,0.026785714285714284,0.0033333333333333335
2018,2019,110,16,1,791,108,0.0012642225031605564,0.009259259259259259,0.0011135857461024498
2018,2019,110,27,1,791,52,0.0012642225031605564,0.019230769230769232,0.0011876484560570072
2018,2019,110,34,3,791,182,0.0037926675094816687,0.016483516483516484,0.003092783505154639
2018,2019,110,47,1,791,44,0.0012642225031605564,0.022727272727272728,0.001199040767386091
2018,2019,110,53,2,791,126,0.0025284450063211127,0.015873015873015872,0.002185792349726776
2018,2019,110,86,6,791,1108,0.007585335018963337,0.005415162454873646,0.003169572107765452
2018,2019,110,90,1,791,191,0.0012642225031605564,0.005235602094240838,0.0010193679918450561
2018,2019,110,92,1,791,90,0.0012642225031605564,0.011111111111111112,0.0011363636363636363
2018,2019,110,95,1,791,42,0.0012642225031605564,0.023809523809523808,0.001201923076923077
2018,2019,110,104,1,791,391,0.0012642225031605564,0.0025575447570332483,8.46740050804403e-4
2018,2019,110,115,3,791,76,0.0037926675094816687,0.039473684210526314,0.003472222222222222
2018,2019,110,119,1,791,40,0.0012642225031605564,0.025,0.0012048192771084338
2018,2019,110,123,1,791,346,0.0012642225031605564,0.002890173410404624,8.802816901408451e-4
2018,2019,110,125,1,791,45,0.0012642225031605564,0.022222222222222223,0.0011976047904191617
2018,2019,110,135,18,791,35,0.022756005056890013,0.5142857142857142,0.022277227722772276
2018,2019,110,136,619,791,753,0.7825537294563844,0.8220451527224436,0.6691891891891892
2018,2019,110,137,1,791,198,0.0012642225031605564,0.005050505050505051,0.0010121457489878543
2018,2019,110,138,1,791,129,0.0012642225031605564,0.007751937984496124,0.001088139281828074
2018,2019,111,0,1,925,162,0.001081081081081081,0.006172839506172839,9.208103130755065e-4
2018,2019,111,2,1,925,62,0.001081081081081081,0.016129032258064516,0.0010141987829614604
2018,2019,111,3,2,925,87,0.002162162162162162,0.022988505747126436,0.0019801980198019802
2018,2019,111,4,7,925,212,0.0075675675675675675,0.0330188679245283,0.006194690265486726
2018,2019,111,5,1,925,31,0.001081081081081081,0.03225806451612903,0.0010471204188481676
2018,2019,111,6,2,925,45,0.002162162162162162,0.044444444444444446,0.002066115702479339
2018,2019,111,7,1,925,37,0.001081081081081081,0.02702702702702703,0.001040582726326743
2018,2019,111,8,4,925,69,0.004324324324324324,0.057971014492753624,0.00404040404040404
2018,2019,111,9,2,925,30,0.002162162162162162,0.06666666666666667,0.002098635886673662
2018,2019,111,10,2,925,39,0.002162162162162162,0.05128205128205128,0.002079002079002079
2018,2019,111,12,5,925,112,0.005405405405405406,0.044642857142857144,0.0048449612403100775
2018,2019,111,13,5,925,47,0.005405405405405406,0.10638297872340426,0.005170630816959669
2018,2019,111,15,3,925,69,0.003243243243243243,0.043478260869565216,0.0030272452068617556
2018,2019,111,16,3,925,108,0.003243243243243243,0.027777777777777776,0.002912621359223301
2018,2019,111,17,2,925,53,0.002162162162162162,0.03773584905660377,0.0020491803278688526
2018,2019,111,19,3,925,134,0.003243243243243243,0.022388059701492536,0.002840909090909091
2018,2019,111,21,5,925,72,0.005405405405405406,0.06944444444444445,0.005040322580645161
2018,2019,111,23,4,925,285,0.004324324324324324,0.014035087719298246,0.003316749585406302
2018,2019,111,24,2,925,74,0.002162162162162162,0.02702702702702703,0.0020060180541624875
2018,2019,111,25,7,925,143,0.0075675675675675675,0.04895104895104895,0.006597549481621112
2018,2019,111,26,1,925,54,0.001081081081081081,0.018518518518518517,0.0010224948875255625
2018,2019,111,28,3,925,46,0.003243243243243243,0.06521739130434782,0.0030991735537190084
2018,2019,111,29,2,925,82,0.002162162162162162,0.024390243902439025,0.001990049751243781
2018,2019,111,30,3,925,92,0.003243243243243243,0.03260869565217391,0.0029585798816568047
2018,2019,111,31,1,925,76,0.001081081081081081,0.013157894736842105,0.001
2018,2019,111,32,1,925,45,0.001081081081081081,0.022222222222222223,0.0010319917440660474
2018,2019,111,33,5,925,156,0.005405405405405406,0.03205128205128205,0.004646840148698885
2018,2019,111,35,1,925,46,0.001081081081081081,0.021739130434782608,0.0010309278350515464
2018,2019,111,36,5,925,298,0.005405405405405406,0.016778523489932886,0.004105090311986864
2018,2019,111,37,2,925,72,0.002162162162162162,0.027777777777777776,0.0020100502512562816
2018,2019,111,38,16,925,288,0.017297297297297298,0.05555555555555555,0.013366750208855471
2018,2019,111,40,3,925,104,0.003243243243243243,0.028846153846153848,0.0029239766081871343
2018,2019,111,41,1,925,162,0.001081081081081081,0.006172839506172839,9.208103130755065e-4
2018,2019,111,42,4,925,122,0.004324324324324324,0.03278688524590164,0.003835091083413231
2018,2019,111,43,3,925,90,0.003243243243243243,0.03333333333333333,0.0029644268774703555
2018,2019,111,44,4,925,30,0.004324324324324324,0.13333333333333333,0.004206098843322818
2018,2019,111,48,1,925,101,0.001081081081081081,0.009900990099009901,9.75609756097561e-4
2018,2019,111,49,5,925,129,0.005405405405405406,0.03875968992248062,0.004766444232602479
2018,2019,111,51,4,925,88,0.004324324324324324,0.045454545454545456,0.003964321110009911
2018,2019,111,52,2,925,91,0.002162162162162162,0.02197802197802198,0.0019723865877712033
2018,2019,111,53,5,925,126,0.005405405405405406,0.03968253968253968,0.004780114722753346
2018,2019,111,54,3,925,294,0.003243243243243243,0.01020408163265306,0.0024671052631578946
2018,2019,111,55,1,925,48,0.001081081081081081,0.020833333333333332,0.00102880658436214
2018,2019,111,56,1,925,30,0.001081081081081081,0.03333333333333333,0.0010482180293501049
2018,2019,111,57,1,925,105,0.001081081081081081,0.009523809523809525,9.718172983479105e-4
2018,2019,111,59,2,925,52,0.002162162162162162,0.038461538461538464,0.0020512820512820513
2018,2019,111,60,1,925,50,0.001081081081081081,0.02,0.001026694045174538
2018,2019,111,61,3,925,138,0.003243243243243243,0.021739130434782608,0.002830188679245283
2018,2019,111,62,2,925,133,0.002162162162162162,0.015037593984962405,0.001893939393939394
2018,2019,111,63,2,925,150,0.002162162162162162,0.013333333333333334,0.001863932898415657
2018,2019,111,64,2,925,36,0.002162162162162162,0.05555555555555555,0.0020855057351407717
2018,2019,111,65,5,925,167,0.005405405405405406,0.029940119760479042,0.004599816007359705
2018,2019,111,67,1,925,108,0.001081081081081081,0.009259259259259259,9.689922480620155e-4
