jahr_von,jahr_bis,cluster_alt,cluster_neu,schnitt,n_alt,n_neu,anteil_alt,anteil_neu,jaccard
2017,2018,72,111,5,164,925,0.03048780487804878,0.005405405405405406,0.004612546125461255
2017,2018,73,0,1,1072,155,9.328358208955224e-4,0.0064516129032258064,8.156606851549756e-4
2017,2018,73,2,3,1072,48,0.002798507462686567,0.0625,0.0026857654431512983
2017,2018,73,3,7,1072,200,0.0065298507462686565,0.035,0.005533596837944664
2017,2018,73,4,2,1072,82,0.0018656716417910447,0.024390243902439025,0.001736111111111111
2017,2018,73,5,2,1072,65,0.0018656716417910447,0.03076923076923077,0.001762114537444934
2017,2018,73,7,1,1072,43,9.328358208955224e-4,0.023255813953488372,8.976660682226212e-4
2017,2018,73,8,1,1072,32,9.328358208955224e-4,0.03125,9.066183136899365e-4
2017,2018,73,9,1,1072,35,9.328358208955224e-4,0.02857142857142857,9.041591320072332e-4
2017,2018,73,10,2,1072,80,0.0018656716417910447,0.025,0.0017391304347826088
2017,2018,73,11,5,1072,136,0.0046641791044776115,0.03676470588235294,0.004156275976724855
2017,2018,73,12,11,1072,257,0.010261194029850746,0.042801556420233464,0.00834597875569044
2017,2018,73,13,2,1072,31,0.0018656716417910447,0.06451612903225806,0.0018165304268846503
2017,2018,73,14,3,1072,65,0.002798507462686567,0.046153846153846156,0.0026455026455026454
2017,2018,73,16,5,1072,60,0.0046641791044776115,0.08333333333333333,0.0044365572315882874
2017,2018,73,17,1,1072,35,9.328358208955224e-4,0.02857142857142857,9.041591320072332e-4
2017,2018,73,18,1,1072,127,9.328358208955224e-4,0.007874015748031496,8.347245409015025e-4
2017,2018,73,19,3,1072,302,0.002798507462686567,0.009933774834437087,0.002188183807439825
2017,2018,73,20,1,1072,36,9.328358208955224e-4,0.027777777777777776,9.033423667570009e-4
2017,2018,73,21,1,1072,53,9.328358208955224e-4,0.018867924528301886,8.896797153024911e-4
2017,2018,73,22,11,1072,319,0.010261194029850746,0.034482758620689655,0.007971014492753623
2017,2018,73,24,4,1072,77,0.0037313432835820895,0.05194805194805195,0.0034934497816593887
2017,2018,73,26,5,1072,101,0.0046641791044776115,0.04950495049504951,0.004280821917808219
2017,2018,73,27,1,1072,31,9.328358208955224e-4,0.03225806451612903,9.074410163339383e-4
2017,2018,73,28,1,1072,47,9.328358208955224e-4,0.02127659574468085,8.944543828264759e-4
2017,2018,73,29,1,1072,52,9.328358208955224e-4,0.019230769230769232,8.904719501335708e-4
2017,2018,73,30,2,1072,112,0.0018656716417910447,0.017857142857142856,0.001692047377326565
2017,2018,73,31,1,1072,62,9.328358208955224e-4,0.016129032258064516,8.8261253309797e-4
2017,2018,73,32,6,1072,127,0.005597014925373134,0.047244094488188976,0.005029337803855826
2017,2018,73,33,2,1072,162,0.0018656716417910447,0.012345679012345678,0.0016233766233766235
2017,2018,73,34,1,1072,57,9.328358208955224e-4,0.017543859649122806,8.865248226950354e-4
2017,2018,73,36,1,1072,50,9.328358208955224e-4,0.02,8.920606601248885e-4
2017,2018,73,37,4,1072,32,0.0037313432835820895,0.125,0.0036363636363636364
2017,2018,73,38,6,1072,74,0.005597014925373134,0.08108108108108109,0.005263157894736842
2017,2018,73,39,4,1072,50,0.0037313432835820895,0.08,0.0035778175313059034
2017,2018,73,40,5,1072,67,0.0046641791044776115,0.07462686567164178,0.004409171075837742
2017,2018,73,41,1,1072,35,9.328358208955224e-4,0.02857142857142857,9.041591320072332e-4
2017,2018,73,42,4,1072,81,0.0037313432835820895,0.04938271604938271,0.0034812880765883376
2017,2018,73,43,4,1072,131,0.0037313432835820895,0.030534351145038167,0.003336113427856547
2017,2018,73,44,3,1072,55,0.002798507462686567,0.05454545454545454,0.0026690391459074734
2017,2018,73,45,5,1072,91,0.0046641791044776115,0.054945054945054944,0.004317789291882556
2017,2018,73,46,2,1072,64,0.0018656716417910447,0.03125,0.001763668430335097
2017,2018,73,47,4,1072,111,0.0037313432835820895,0.036036036036036036,0.0033927056827820186
2017,2018,73,48,1,1072,105,9.328358208955224e-4,0.009523809523809525,8.503401360544217e-4
2017,2018,73,49,2,1072,93,0.0018656716417910447,0.021505376344086023,0.0017196904557179708
2017,2018,73,50,5,1072,104,0.0046641791044776115,0.04807692307692308,0.004269854824935952
2017,2018,73,51,2,1072,260,0.0018656716417910447,0.007692307692307693,0.0015037593984962407
2017,2018,73,53,2,1072,42,0.0018656716417910447,0.047619047619047616,0.0017985611510791368
2017,2018,73,56,2,1072,45,0.0018656716417910447,0.044444444444444446,0.0017937219730941704
2017,2018,73,57,1,1072,61,9.328358208955224e-4,0.01639344262295082,8.833922261484099e-4
2017,2018,73,58,4,1072,148,0.0037313432835820895,0.02702702702702703,0.003289473684210526
2017,2018,73,59,1,1072,39,9.328358208955224e-4,0.02564102564102564,9.009009009009009e-4
2017,2018,73,61,1,1072,42,9.328358208955224e-4,0.023809523809523808,8.984725965858042e-4
2017,2018,73,62,2,1072,78,0.0018656716417910447,0.02564102564102564,0.0017421602787456446
2017,2018,73,64,3,1072,85,0.002798507462686567,0.03529411764705882,0.0025996533795493936
2017,2018,73,65,3,1072,127,0.002798507462686567,0.023622047244094488,0.002508361204013378
2017,2018,73,66,5,1072,80,0.0046641791044776115,0.0625,0.004359197907585004
2017,2018,73,67,5,1072,82,0.0046641791044776115,0.06097560975609756,0.004351610095735422
2017,2018,73,68,4,1072,87,0.0037313432835820895,0.04597701149425287,0.003463203463203463
2017,2018,73,69,2,1072,40,0.0018656716417910447,0.05,0.0018018018018018018
2017,2018,73,70,4,1072,99,0.0037313432835820895,0.04040404040404041,0.003427592116538132
2017,2018,73,71,3,1072,71,0.002798507462686567,0.04225352112676056,0.002631578947368421
2017,2018,73,72,1,1072,117,9.328358208955224e-4,0.008547008547008548,8.417508417508417e-4
2017,2018,73,73,3,1072,93,0.002798507462686567,0.03225806451612903,0.0025817555938037868
2017,2018,73,74,8,1072,136,0.007462686567164179,0.058823529411764705,0.006666666666666667
2017,2018,73,75,6,1072,176,0.005597014925373134,0.03409090909090909,0.004830917874396135
2017,2018,73,77,1,1072,120,9.328358208955224e-4,0.008333333333333333,8.396305625524769e-4
2017,2018,73,78,3,1072,61,0.002798507462686567,0.04918032786885246,0.002654867256637168
2017,2018,73,79,5,1072,96,0.0046641791044776115,0.052083333333333336,0.004299226139294927
2017,2018,73,81,6,1072,138,0.005597014925373134,0.043478260869565216,0.0049833887043189366
2017,2018,73,82,4,1072,149,0.0037313432835820895,0.026845637583892617,0.003286770747740345
2017,2018,73,84,1,1072,66,9.328358208955224e-4,0.015151515151515152,8.795074758135445e-4
2017,2018,73,85,2,1072,31,0.0018656716417910447,0.06451612903225806,0.0018165304268846503
2017,2018,73,86,5,1072,91,0.0046641791044776115,0.054945054945054944,0.004317789291882556
2017,2018,73,87,4,1072,57,0.0037313432835820895,0.07017543859649122,0.0035555555555555557
2017,2018,73,88,5,1072,142,0.0046641791044776115,0.035211267605633804,0.0041356492969396195
2017,2018,73,89,15,1072,535,0.013992537313432836,0.028037383177570093,0.009422110552763818
2017,2018,73,90,7,1072,377,0.0065298507462686565,0.01856763925729443,0.0048543689320388345
2017,2018,73,91,4,1072,45,0.0037313432835820895,0.08888888888888889,0.0035938903863432167
2017,2018,73,94,1,1072,103,9.328358208955224e-4,0.009708737864077669,8.517887563884157e-4
2017,2018,73,95,2,1072,47,0.0018656716417910447,0.0425531914893617,0.0017905102954341987
2017,2018,73,96,2,1072,118,0.0018656716417910447,0.01694915254237288,0.0016835016835016834
2017,2018,73,97,17,1072,382,0.01585820895522388,0.04450261780104712,0.011830201809324982
2017,2018,73,98,2,1072,127,0.0018656716417910447,0.015748031496062992,0.001670843776106934
2017,2018,73,101,17,1072,333,0.01585820895522388,0.05105105105105105,0.012247838616714697
2017,2018,73,102,1,1072,42,9.328358208955224e-4,0.023809523809523808,8.984725965858042e-4
2017,2018,73,104,3,1072,34,0.002798507462686567,0.08823529411764706,0.0027198549410698096
2017,2018,73,105,2,1072,73,0.0018656716417910447,0.0273972602739726,0.0017497812773403325
2017,2018,73,106,5,1072,61,0.0046641791044776115,0.08196721311475409,0.004432624113475178
2017,2018,73,108,1,1072,144,9.328358208955224e-4,0.006944444444444444,8.230452674897119e-4
2017,2018,73,109,1,1072,41,9.328358208955224e-4,0.024390243902439025,8.992805755395684e-4
2017,2018,73,110,40,1072,791,0.03731343283582089,0.05056890012642225,0.021941854086670324
2017,2018,73,111,334,1072,925,0.31156716417910446,0.36108108108108106,0.20084185207456404
2017,2018,73,112,2,1072,57,0.0018656716417910447,0.03508771929824561,0.001774622892635315
2017,2018,73,113,4,1072,76,0.0037313432835820895,0.05263157894736842,0.0034965034965034965
2017,2018,73,114,1,1072,31,9.328358208955224e-4,0.03225806451612903,9.074410163339383e-4
2017,2018,73,116,1,1072,77,9.328358208955224e-4,0.012987012987012988,8.710801393728223e-4
2017,2018,73,117,6,1072,276,0.005597014925373134,0.021739130434782608,0.004470938897168405
2017,2018,74,3,1,106,200,0.009433962264150943,0.005,0.003278688524590164
2017,2018,74,22,1,106,319,0.009433962264150943,0.003134796238244514,0.0023584905660377358
2017,2018,74,32,1,106,127,0.009433962264150943,0.007874015748031496,0.004310344827586207
2017,2018,74,65,1,106,127,0.009433962264150943,0.007874015748031496,0.004310344827586207
2017,2018,74,73,68,106,93,0.6415094339622641,0.7311827956989247,0.5190839694656488
2017,2018,74,74,22,106,136,0.20754716981132076,0.16176470588235295,0.1
2017,2018,74,111,2,106,925,0.018867924528301886,0.002162162162162162,0.001943634596695821
2017,2018,75,27,1,106,31,0.009433962264150943,0.03225806451612903,0.007352941176470588
2017,2018,75,49,1,106,93,0.009433962264150943,0.010752688172043012,0.005050505050505051
2017,2018,75,74,85,106,136,0.8018867924528302,0.625,0.5414012738853503
2017,2018,75,76,1,106,101,0.009433962264150943,0.009900990099009901,0.0048543689320388345
2017,2018,75,77,1,106,120,0.009433962264150943,0.008333333333333333,0.0044444444444444444
2017,2018,76,89,1,51,535,0.0196078431372549,0.001869158878504673,0.0017094017094017094
2017,2018,76,99,13,51,30,0.2549019607843137,0.43333333333333335,0.19117647058823528
2017,2018,76,102,31,51,42,0.6078431372549019,0.7380952380952381,0.5
2017,2018,77,65,1,80,127,0.0125,0.007874015748031496,0.0048543689320388345
2017,2018,77,80,43,80,46,0.5375,0.9347826086956522,0.5180722891566265
2017,2018,77,83,23,80,86,0.2875,0.26744186046511625,0.16083916083916083
2017,2018,78,84,56,66,66,0.8484848484848485,0.8484848484848485,0.7368421052631579
2017,2018,78,111,1,66,925,0.015151515151515152,0.001081081081081081,0.00101010101010101
2017,2018,79,83,37,46,86,0.8043478260869565,0.43023255813953487,0.3894736842105263
2017,2018,80,70,1,132,99,0.007575757575757576,0.010101010101010102,0.004347826086956522
2017,2018,80,108,1,132,144,0.007575757575757576,0.006944444444444444,0.0036363636363636364
2017,2018,80,113,54,132,76,0.4090909090909091,0.7105263157894737,0.35064935064935066
2017,2018,81,103,33,41,57,0.8048780487804879,0.5789473684210527,0.5076923076923077
2017,2018,82,98,29,30,127,0.9666666666666667,0.2283464566929134,0.2265625
2017,2018,83,101,1,80,333,0.0125,0.003003003003003003,0.0024271844660194173
2017,2018,83,104,24,80,34,0.3,0.7058823529411765,0.26666666666666666
2017,2018,83,105,4,80,73,0.05,0.0547945205479452,0.026845637583892617
2017,2018,84,105,57,61,73,0.9344262295081968,0.7808219178082192,0.7402597402597403
2017,2018,85,112,45,51,57,0.8823529411764706,0.7894736842105263,0.7142857142857143
2017,2018,85,113,3,51,76,0.058823529411764705,0.039473684210526314,0.024193548387096774
2017,2018,86,108,98,126,144,0.7777777777777778,0.6805555555555556,0.5697674418604651
2017,2018,87,10,1,509,80,0.0019646365422396855,0.0125,0.0017006802721088435
2017,2018,87,32,1,509,127,0.0019646365422396855,0.007874015748031496,0.0015748031496062992
2017,2018,87,50,1,509,104,0.0019646365422396855,0.009615384615384616,0.0016339869281045752
2017,2018,87,62,2,509,78,0.003929273084479371,0.02564102564102564,0.003418803418803419
2017,2018,87,89,1,509,535,0.0019646365422396855,0.001869158878504673,9.587727708533077e-4
2017,2018,87,90,1,509,377,0.0019646365422396855,0.002652519893899204,0.0011299435028248588
2017,2018,87,101,1,509,333,0.0019646365422396855,0.003003003003003003,0.0011890606420927466
2017,2018,87,110,463,509,791,0.9096267190569745,0.5853350189633375,0.5531660692951016
2017,2018,87,111,1,509,925,0.0019646365422396855,0.001081081081081081,6.978367062107466e-4
2017,2018,88,101,34,35,333,0.9714285714285714,0.1021021021021021,0.10179640718562874
2017,2018,89,10,1,199,80,0.005025125628140704,0.0125,0.0035971223021582736
2017,2018,89,11,1,199,136,0.005025125628140704,0.007352941176470588,0.0029940119760479044
2017,2018,89,101,191,199,333,0.9597989949748744,0.5735735735735735,0.5601173020527859
2017,2018,90,85,23,104,31,0.22115384615384615,0.7419354838709677,0.20535714285714285
2017,2018,90,86,67,104,91,0.6442307692307693,0.7362637362637363,0.5234375
2017,2018,91,78,1,142,61,0.007042253521126761,0.01639344262295082,0.0049504950495049506
2017,2018,91,82,137,142,149,0.9647887323943662,0.9194630872483222,0.8896103896103896
2017,2018,91,86,1,142,91,0.007042253521126761,0.01098901098901099,0.004310344827586207
2017,2018,92,71,1,47,71,0.02127659574468085,0.014084507042253521,0.008547008547008548
2017,2018,92,90,1,47,377,0.02127659574468085,0.002652519893899204,0.002364066193853428
2017,2018,92,107,39,47,46,0.8297872340425532,0.8478260869565217,0.7222222222222222
2017,2018,92,111,2,47,925,0.0425531914893617,0.002162162162162162,0.002061855670103093
2017,2018,93,89,1,54,535,0.018518518518518517,0.001869158878504673,0.0017006802721088435
2017,2018,93,115,34,54,39,0.6296296296296297,0.8717948717948718,0.576271186440678
2017,2018,94,43,1,101,131,0.009900990099009901,0.007633587786259542,0.004329004329004329
2017,2018,94,94,1,101,103,0.009900990099009901,0.009708737864077669,0.0049261083743842365
2017,2018,94,107,1,101,46,0.009900990099009901,0.021739130434782608,0.00684931506849315
2017,2018,94,110,1,101,791,0.009900990099009901,0.0012642225031605564,0.001122334455667789
2017,2018,94,111,1,101,925,0.009900990099009901,0.001081081081081081,9.75609756097561e-4
2017,2018,94,114,17,101,31,0.16831683168316833,0.5483870967741935,0.14782608695652175
2017,2018,94,116,54,101,77,0.5346534653465347,0.7012987012987013,0.43548387096774194
2018,2019,0,0,153,155,162,0.9870967741935484,0.9444444444444444,0.9329268292682927
2018,2019,0,86,1,155,1108,0.0064516129032258064,9.025270758122744e-4,7.92393026941363e-4
2018,2019,1,1,35,36,43,0.9722222222222222,0.813953488372093,0.7954545454545454
2018,2019,2,2,46,48,62,0.9583333333333334,0.7419354838709677,0.71875
2018,2019,2,34,1,48,182,0.020833333333333332,0.005494505494505495,0.004366812227074236
2018,2019,2,86,1,48,1108,0.020833333333333332,9.025270758122744e-4,8.658008658008658e-4
2018,2019,3,4,186,200,212,0.93,0.8773584905660378,0.8230088495575221
2018,2019,3,63,1,200,150,0.005,0.006666666666666667,0.0028653295128939827
2018,2019,3,65,1,200,167,0.005,0.005988023952095809,0.00273224043715847
2018,2019,3,86,3,200,1108,0.015,0.002707581227436823,0.0022988505747126436
2018,2019,3,89,1,200,570,0.005,0.0017543859649122807,0.0013003901170351106
2018,2019,3,106,1,200,94,0.005,0.010638297872340425,0.0034129692832764505
2018,2019,3,126,1,200,223,0.005,0.004484304932735426,0.002369668246445498
2018,2019,4,30,75,82,92,0.9146341463414634,0.8152173913043478,0.7575757575757576
2018,2019,4,57,1,82,105,0.012195121951219513,0.009523809523809525,0.005376344086021506
2018,2019,4,86,1,82,1108,0.012195121951219513,9.025270758122744e-4,8.410428931875525e-4
2018,2019,5,3,2,65,87,0.03076923076923077,0.022988505747126436,0.013333333333333334
2018,2019,5,8,63,65,69,0.9692307692307692,0.9130434782608695,0.8873239436619719
2018,2019,6,3,73,78,87,0.9358974358974359,0.8390804597701149,0.7934782608695652
2018,2019,6,4,1,78,212,0.01282051282051282,0.0047169811320754715,0.0034602076124567475
2018,2019,6,86,1,78,1108,0.01282051282051282,9.025270758122744e-4,8.438818565400844e-4
2018,2019,7,111,22,43,30,0.5116279069767442,0.7333333333333333,0.43137254901960786
2018,2019,7,127,1,43,80,0.023255813953488372,0.0125,0.00819672131147541
2018,2019,8,6,31,32,45,0.96875,0.6888888888888889,0.6739130434782609
2018,2019,8,126,1,32,223,0.03125,0.004484304932735426,0.003937007874015748
2018,2019,9,7,33,35,37,0.9428571428571428,0.8918918918918919,0.8461538461538461
2018,2019,10,12,78,80,112,0.975,0.6964285714285714,0.6842105263157895
2018,2019,10,86,1,80,1108,0.0125,9.025270758122744e-4,8.424599831508003e-4
2018,2019,10,104,1,80,391,0.0125,0.0025575447570332483,0.002127659574468085
2018,2019,11,3,1,136,87,0.007352941176470588,0.011494252873563218,0.0045045045045045045
2018,2019,11,10,1,136,39,0.007352941176470588,0.02564102564102564,0.005747126436781609
2018,2019,11,33,122,136,156,0.8970588235294118,0.782051282051282,0.7176470588235294
2018,2019,11,86,2,136,1108,0.014705882352941176,0.0018050541516245488,0.001610305958132045
2018,2019,12,23,234,257,285,0.9105058365758755,0.8210526315789474,0.7597402597402597
2018,2019,13,14,30,31,42,0.967741935483871,0.7142857142857143,0.6976744186046512
2018,2019,14,24,63,65,74,0.9692307692307692,0.8513513513513513,0.8289473684210527
2018,2019,15,32,41,44,45,0.9318181818181818,0.9111111111111111,0.8541666666666666
2018,2019,16,15,25,60,69,0.4166666666666667,0.36231884057971014,0.2403846153846154
2018,2019,16,28,30,60,46,0.5,0.6521739130434783,0.39473684210526316
2018,2019,17,18,32,35,32,0.9142857142857143,1,0.9142857142857143
2018,2019,17,19,3,35,134,0.08571428571428572,0.022388059701492536,0.018072289156626505
2018,2019,18,4,1,127,212,0.007874015748031496,0.0047169811320754715,0.0029585798816568047
2018,2019,18,19,119,127,134,0.937007874015748,0.8880597014925373,0.8380281690140845
2018,2019,19,14,1,302,42,0.0033112582781456954,0.023809523809523808,0.0029154518950437317
2018,2019,19,15,1,302,69,0.0033112582781456954,0.014492753623188406,0.002702702702702703
2018,2019,19,25,3,302,143,0.009933774834437087,0.02097902097902098,0.006787330316742082
2018,2019,19,36,222,302,298,0.7350993377483444,0.7449664429530202,0.5873015873015873
2018,2019,19,38,1,302,288,0.0033112582781456954,0.003472222222222222,0.001697792869269949
2018,2019,19,39,3,302,82,0.009933774834437087,0.036585365853658534,0.007874015748031496
2018,2019,19,42,9,302,122,0.029801324503311258,0.07377049180327869,0.021686746987951807
2018,2019,19,43,4,302,90,0.013245033112582781,0.044444444444444446,0.010309278350515464
2018,2019,19,86,1,302,1108,0.0033112582781456954,9.025270758122744e-4,7.097232079489e-4
2018,2019,20,11,35,36,38,0.9722222222222222,0.9210526315789473,0.8974358974358975
2018,2019,21,83,53,53,107,1,0.4953271028037383,0.4953271028037383
2018,2019,22,3,1,319,87,0.003134796238244514,0.011494252873563218,0.0024691358024691358
2018,2019,22,29,1,319,82,0.003134796238244514,0.012195121951219513,0.0025
2018,2019,22,44,2,319,30,0.006269592476489028,0.06666666666666667,0.005763688760806916
2018,2019,22,82,298,319,325,0.9341692789968652,0.916923076923077,0.861271676300578
2018,2019,22,83,5,319,107,0.01567398119122257,0.04672897196261682,0.011876484560570071
2018,2019,22,86,2,319,1108,0.006269592476489028,0.0018050541516245488,0.0014035087719298245
2018,2019,23,25,12,38,143,0.3157894736842105,0.08391608391608392,0.07100591715976332
2018,2019,23,26,20,38,54,0.5263157894736842,0.37037037037037035,0.2777777777777778
2018,2019,24,23,1,77,285,0.012987012987012988,0.0035087719298245615,0.002770083102493075
2018,2019,24,25,75,77,143,0.974025974025974,0.5244755244755245,0.5172413793103449
2018,2019,25,16,84,88,108,0.9545454545454546,0.7777777777777778,0.75
2018,2019,25,52,1,88,91,0.011363636363636364,0.01098901098901099,0.0056179775280898875
2018,2019,26,20,27,101,31,0.26732673267326734,0.8709677419354839,0.2571428571428571
2018,2019,26,21,57,101,72,0.5643564356435643,0.7916666666666666,0.49137931034482757
2018,2019,26,98,1,101,42,0.009900990099009901,0.023809523809523808,0.007042253521126761
2018,2019,27,22,27,31,32,0.8709677419354839,0.84375,0.75
2018,2019,28,27,46,47,52,0.9787234042553191,0.8846153846153846,0.8679245283018868
2018,2019,29,35,34,52,46,0.6538461538461539,0.7391304347826086,0.53125
2018,2019,29,39,12,52,82,0.23076923076923078,0.14634146341463414,0.09836065573770492
2018,2019,29,86,1,52,1108,0.019230769230769232,9.025270758122744e-4,8.628127696289905e-4
2018,2019,30,40,84,112,104,0.75,0.8076923076923077,0.6363636363636364
2018,2019,30,41,5,112,162,0.044642857142857144,0.030864197530864196,0.01858736059479554
2018,2019,31,87,60,62,61,0.967741935483871,0.9836065573770492,0.9523809523809523
2018,2019,31,99,1,62,49,0.016129032258064516,0.02040816326530612,0.00909090909090909
2018,2019,32,13,1,127,47,0.007874015748031496,0.02127659574468085,0.005780346820809248
2018,2019,32,53,98,127,126,0.7716535433070866,0.7777777777777778,0.632258064516129
2018,2019,32,86,3,127,1108,0.023622047244094488,0.002707581227436823,0.002435064935064935
2018,2019,33,15,1,162,69,0.006172839506172839,0.014492753623188406,0.004347826086956522
2018,2019,33,28,2,162,46,0.012345679012345678,0.043478260869565216,0.009708737864077669
2018,2019,33,36,1,162,298,0.006172839506172839,0.003355704697986577,0.002178649237472767
2018,2019,33,39,19,162,82,0.11728395061728394,0.23170731707317074,0.08444444444444445
2018,2019,33,41,80,162,162,0.49382716049382713,0.49382716049382713,0.32786885245901637
2018,2019,33,42,3,162,122,0.018518518518518517,0.02459016393442623,0.010676156583629894
2018,2019,33,43,22,162,90,0.13580246913580246,0.24444444444444444,0.09565217391304348
2018,2019,33,114,1,162,152,0.006172839506172839,0.006578947368421052,0.003194888178913738
2018,2019,34,15,3,57,69,0.05263157894736842,0.043478260869565216,0.024390243902439025
2018,2019,34,38,16,57,288,0.2807017543859649,0.05555555555555555,0.0486322188449848
2018,2019,34,42,15,57,122,0.2631578947368421,0.12295081967213115,0.09146341463414634
2018,2019,35,41,2,43,162,0.046511627906976744,0.012345679012345678,0.009852216748768473
2018,2019,35,42,30,43,122,0.6976744186046512,0.2459016393442623,0.2222222222222222
2018,2019,36,93,46,50,48,0.92,0.9583333333333334,0.8846153846153846
2018,2019,37,15,1,32,69,0.03125,0.014492753623188406,0.01
2018,2019,37,38,26,32,288,0.8125,0.09027777777777778,0.08843537414965986
2018,2019,37,42,1,32,122,0.03125,0.00819672131147541,0.006535947712418301
2018,2019,37,43,1,32,90,0.03125,0.011111111111111112,0.008264462809917356
2018,2019,38,38,70,74,288,0.9459459459459459,0.24305555555555555,0.23972602739726026
2018,2019,38,86,1,74,1108,0.013513513513513514,9.025270758122744e-4,8.46740050804403e-4
2018,2019,39,86,1,50,1108,0.02,9.025270758122744e-4,8.64304235090752e-4
2018,2019,39,115,47,50,76,0.94,0.618421052631579,0.5949367088607594
2018,2019,40,31,63,67,76,0.9402985074626866,0.8289473684210527,0.7875
2018,2019,40,86,1,67,1108,0.014925373134328358,9.025270758122744e-4,8.517887563884157e-4
2018,2019,41,62,32,35,133,0.9142857142857143,0.24060150375939848,0.23529411764705882
2018,2019,42,49,1,81,129,0.012345679012345678,0.007751937984496124,0.004784688995215311
2018,2019,42,62,76,81,133,0.9382716049382716,0.5714285714285714,0.5507246376811594
2018,2019,42,86,2,81,1108,0.024691358024691357,0.0018050541516245488,0.0016849199663016006
2018,2019,43,4,1,131,212,0.007633587786259542,0.0047169811320754715,0.0029239766081871343
2018,2019,43,52,81,131,91,0.6183206106870229,0.8901098901098901,0.574468085106383
2018,2019,43,56,27,131,30,0.20610687022900764,0.9,0.20149253731343283
2018,2019,44,29,54,55,82,0.9818181818181818,0.6585365853658537,0.6506024096385542
2018,2019,45,29,1,91,82,0.01098901098901099,0.012195121951219513,0.005813953488372093
2018,2019,45,51,67,91,88,0.7362637362637363,0.7613636363636364,0.5982142857142857
2018,2019,45,67,1,91,108,0.01098901098901099,0.009259259259259259,0.005050505050505051
2018,2019,45,86,2,91,1108,0.02197802197802198,0.0018050541516245488,0.001670843776106934
2018,2019,46,34,1,64,182,0.015625,0.005494505494505495,0.004081632653061225
2018,2019,46,37,62,64,72,0.96875,0.8611111111111112,0.8378378378378378
2018,2019,47,29,1,111,82,0.009009009009009009,0.012195121951219513,0.005208333333333333
2018,2019,47,57,95,111,105,0.8558558558558559,0.9047619047619048,0.7851239669421488
2018,2019,47,86,3,111,1108,0.02702702702702703,0.002707581227436823,0.0024671052631578946
2018,2019,47,89,1,111,570,0.009009009009009009,0.0017543859649122807,0.0014705882352941176
2018,2019,48,48,95,105,101,0.9047619047619048,0.9405940594059405,0.8558558558558559
2018,2019,48,54,1,105,294,0.009523809523809525,0.003401360544217687,0.002512562814070352
2018,2019,48,59,1,105,52,0.009523809523809525,0.019230769230769232,0.00641025641025641
2018,2019,48,60,1,105,50,0.009523809523809525,0.02,0.006493506493506494
2018,2019,48,86,1,105,1108,0.009523809523809525,9.025270758122744e-4,8.250825082508251e-4
2018,2019,49,2,1,93,62,0.010752688172043012,0.016129032258064516,0.006493506493506494
2018,2019,49,57,1,93,105,0.010752688172043012,0.009523809523809525,0.005076142131979695
2018,2019,49,86,1,93,1108,0.010752688172043012,9.025270758122744e-4,8.333333333333334e-4
2018,2019,49,108,77,93,90,0.8279569892473119,0.8555555555555555,0.7264150943396226
2018,2019,49,123,1,93,346,0.010752688172043012,0.002890173410404624,0.00228310502283105
2018,2019,50,49,96,104,129,0.9230769230769231,0.7441860465116279,0.7007299270072993
2018,2019,50,54,1,104,294,0.009615384615384616,0.003401360544217687,0.0025188916876574307
2018,2019,50,136,1,104,753,0.009615384615384616,0.0013280212483399733,0.0011682242990654205
2018,2019,51,33,1,260,156,0.0038461538461538464,0.00641025641025641,0.0024096385542168677
2018,2019,51,53,1,260,126,0.0038461538461538464,0.007936507936507936,0.0025974025974025974
2018,2019,51,57,1,260,105,0.0038461538461538464,0.009523809523809525,0.0027472527472527475
2018,2019,51,58,29,260,30,0.11153846153846154,0.9666666666666667,0.1111111111111111
2018,2019,51,62,1,260,133,0.0038461538461538464,0.007518796992481203,0.002551020408163265
2018,2019,51,63,144,260,150,0.5538461538461539,0.96,0.5413533834586466
2018,2019,51,64,32,260,36,0.12307692307692308,0.8888888888888888,0.12121212121212122
2018,2019,51,86,1,260,1108,0.0038461538461538464,9.025270758122744e-4,7.31528895391368e-4
2018,2019,51,101,1,260,133,0.0038461538461538464,0.007518796992481203,0.002551020408163265
2018,2019,52,46,1,36,43,0.027777777777777776,0.023255813953488372,0.01282051282051282
2018,2019,52,47,35,36,44,0.9722222222222222,0.7954545454545454,0.7777777777777778
2018,2019,53,46,40,42,43,0.9523809523809523,0.9302325581395349,0.8888888888888888
2018,2019,53,47,1,42,44,0.023809523809523808,0.022727272727272728,0.011764705882352941
2018,2019,54,60,20,30,50,0.6666666666666666,0.4,0.3333333333333333
2018,2019,55,59,38,52,52,0.7307692307692307,0.7307692307692307,0.5757575757575758
2018,2019,55,60,8,52,50,0.15384615384615385,0.16,0.0851063829787234
2018,2019,56,50,40,45,52,0.8888888888888888,0.7692307692307693,0.7017543859649122
2018,2019,57,54,61,61,294,1,0.20748299319727892,0.20748299319727892
2018,2019,58,54,144,148,294,0.972972972972973,0.4897959183673469,0.48322147651006714
2018,2019,60,33,1,46,156,0.021739130434782608,0.00641025641025641,0.004975124378109453
2018,2019,60,105,39,46,59,0.8478260869565217,0.6610169491525424,0.5909090909090909
2018,2019,61,77,34,42,55,0.8095238095238095,0.6181818181818182,0.5396825396825397
2018,2019,61,78,2,42,57,0.047619047619047616,0.03508771929824561,0.020618556701030927
