cluster,n_c_2016,n_c_2024,w_2016,w_2024,mittel_2016,mittel_2024,d_2016,d_2024,b_2016,b_2024,d_beitrag,w_quer,d2_quer,bei_position,bei_anteil,rest,anteil_16_pz,anteil_24_pz,treiber,n_subs,woerter,pct_2016,pct_2024,d_pct,tau_pct,ext_2016,ext_2024,d_ext,tau_ext
36,183,183,0.01672607622703592,0.017468499427262314,-0.22893284880723114,-0.5196938821665519,-0.27070779834901926,-0.4869581117649987,0.0012257322284906415,0.004142273871545736,0.0029165416430550943,0.017097287827149116,0.15520545735035313,0.002801313510716444,1.152281323386502e-4,2.710505431213761e-20,0.9006513460463171,1.9233945392881726,Position,183,"ronald, mcdonald, episode, show, season, rick, ford, scene",0.4307794604971997,0.371403225723958,-0.059376234773241665,-0.1666666666666667,0.4745686407790297,0.4837004198332222,0.00913177905419249,-0.38888888888888895
4,74,74,0.006763549949730372,0.007063764795723558,0.1732751539866402,0.6179891519609017,0.13150020444485208,0.6507249223624548,1.1695736028779858e-4,0.002991101223672021,0.002874143863384222,0.006913657372726966,0.22036761417633038,0.0028079862340323896,6.615762935183289e-5,-2.439454888092385e-19,0.08593867528713194,1.3888670663685774,Position,74,"sydney, melbourne, imagesofnetwork, afl, australia, brisbane, year, nrl",0.5474652301696895,0.7047437599488072,0.15727852977911772,-0.11111111111111113,0.40956591182263685,0.5268869590636153,0.11732104724097842,0
53,56,53,0.005118362124120281,0.005059182894234441,-0.2500058889809334,0.749953191655973,-0.2917808385227215,0.7826889620575261,4.357571732771465e-4,0.003099265616677591,0.002663508443400444,0.005088772509177361,0.348869034527855,0.00268415424419482,-2.0645800794375245e-5,-5.692061405548898e-19,0.3201884355644946,1.4390913657036426,Position,56,"video, channel, videos, youtube, feedback, audio, views, content",0.3999217668652585,0.7411934532939235,0.341271686428665,0.6111111111111113,0.3880234527463269,0.6057717652860799,0.21774831253975302,0.6111111111111113
71,58,54,0.005301160771410292,0.005154639175257732,-0.44244500857574565,-0.8867587313809003,-0.48421995811753377,-0.8540229609793472,0.001242957694423003,0.0037595629787625334,0.00251660528433953,0.005227899973334012,0.4819120928596388,0.0025872158133905454,-7.061052905101487e-5,-3.9302328752599536e-19,0.9133083837888593,1.7456892343922827,Position,58,"keys, holo, game, sticker, katowice, steam, awp, games",0.3466433419867066,0.2560469090437545,-0.09059643294295211,-0.22222222222222227,0.49405158406534233,0.5319508158624878,0.037899231797145494,0.11111111111111113
28,72,70,0.006580751302440362,0.006681939671630393,0.38857074969586225,0.631227212388215,0.34679580015407413,0.6639629827897682,7.914493688259141e-4,0.0029457120061145495,0.0021542626372886356,0.006631345487035378,0.28055708475979524,0.002125873523417082,2.8389113871553065e-5,3.7269449679189215e-19,0.581546216042903,1.3677913538734916,Position,72,"game, games, cards, play, board, dice, played, rules",0.6100880624260295,0.6694853141450708,0.05939725171904131,-0.1666666666666667,0.5680076628352491,0.594992299273507,0.026984636438257992,-0.38888888888888895
31,34,34,0.003107577003930171,0.0032455135547919053,0.3239845796341033,0.7252559268204565,0.2822096300923152,0.7579916972220097,2.4749450331529175e-4,0.0018647143990029682,0.0016172198956876764,0.003176545279361038,0.3270968441871721,0.0015721012852027397,4.511861048493662e-5,9.486769009248164e-20,0.18185558996394136,0.8658484696078201,Position,34,"wars, star, luke, jedi, vader, rey, force, anakin",0.6087228175256382,0.7548659356972588,0.14614311817162062,0.11111111111111113,0.4711298493038667,0.5240406281415745,0.052910778837707784,0.38888888888888895
18,44,41,0.004021570240380221,0.003913707521954944,0.1924858725599249,0.6220763159673239,0.15071092301813677,0.6548120863688771,9.134507101243623e-5,0.0016781150827267306,0.0015867700117142944,0.003967638881167582,0.22574632538587025,0.0016111196240449314,-2.4349612330637076e-5,2.710505431213761e-20,0.0671191139873624,0.7792042454231229,Position,44,"beer, bottle, yeast, beers, bottles, wine, bourbon, cigars",0.5654463938901563,0.6893830951690457,0.12393670127888945,0.44444444444444453,0.4059615837012479,0.5080910472154605,0.10212946351421259,0.3333333333333334
55,69,69,0.006306553331505347,0.006586483390607102,-0.3007337620219753,-0.6089798108351336,-0.34250871156376345,-0.5762440404335805,7.398357560824223e-4,0.0021870891939032105,0.0014472534378207882,0.006446518361056225,0.22468470581614358,0.001384357434842415,6.289600297837352e-5,-3.2526065174565133e-19,0.5436212364174741,1.0155377319172412,Position,69,"tank, fish, water, plants, betta, gallon, shrimp, filter",0.4074341537782592,0.33644721300735564,-0.07098694077090356,0.1666666666666667,0.5704154903351116,0.4944160671770053,-0.07599942315810632,-0.27777777777777785
77,31,30,0.0028333790329951557,0.0028636884306987398,0.2997231178791986,0.7204852588806465,0.25794816833741047,0.7532210292821997,1.8852527045127286e-4,0.0016246904895559457,0.0014361652191046729,0.002848533731846948,0.31693958825078067,0.0014265589710763698,9.606248028303104e-6,-1.8634724839594607e-20,0.13852580086335,0.7543974426971519,Position,31,"halo, cod, map, game, maps, zombies, play, weapons",0.5986348997431701,0.7367351891011197,0.1381002893579496,0.38888888888888895,0.44638118366926993,0.5044522249569569,0.05807104128768692,0.44444444444444453
90,46,46,0.004204368887670232,0.004390988927071402,-1.0401948431055765,-1.2352725615741995,-1.0819697926473646,-1.2025367911726463,0.004921880731310076,0.00634978596503389,0.0014279052337238139,0.004297678907370817,1.3083766831625931,0.0011837359255604384,2.4416930816337527e-4,2.168404344971009e-19,3.6165309214333807,2.94841529786088,Position,46,"school, college, schools, math, classes, gpa, class, students",0.21370597423801188,0.20833000492855108,-0.0053759693094607985,-0.3333333333333334,0.6547328430025825,0.622849787710575,-0.03188305529200752,0.1666666666666667
